"id","title","author","genre","text","emotion","emotion_intensity","audio_features","release_date","created_at","updated_at"
2152,"Улица роз","Ария","classicmetal","Жанна из тех королев, Что любят роскошь и ночь. Только царить на земле Ей долго не суждено. Ну, а пока, Как богиню на руках, Носят Жанну... Все началось не со зла, Все началось как игра. Но лестницу в небо сожгла. Плата за стыд твой и страх. Ты и они... Я порвал бы эту нить, Слышишь Жанна... Сводит с ума Улица Роз. Спрячь свой обман Улица слез. Я люблю и ненавижу тебя! Грязь под ногами бродяг Чище, чем фальшь сладких слов. Я подаю тебе знак Бросить свое ремесло. Брось и уйди, Пусть растает словно дым Облик Жанны... Сводит с ума Улица Роз. Спрячь свой обман Улица слез. Я люблю и ненавижу тебя! У королевы нет сил, Трудно пойти вновь на риск, и Она разбивает часы, Чтобы продлить себе жизнь. Жить! Ведь пока, Как богиню на руках Носят Жанну... Жанну... Сводит с ума Улица Роз. Спрячь свой обман Улица слез. Я люблю и ненавижу тебя!","sadness","6.3","{""tempo"": 155.44927978515625, ""energy"": 0.9333020448684692, ""danceability"": 0.31628522276878357, ""acousticness"": 0.1301826685667038, ""instrumentalness"": 0.08915145695209503, ""valence"": 0.4074515402317047, ""key"": 0, ""mode"": 0, ""loudness"": 10.049520492553711, ""speechiness"": 0.8573868870735168, ""duration"": 357.27}","2015-01-01","2026-03-21 22:22:00.983999","2026-03-21 22:22:00.984001"
2153,"Мадонна","Александр Серов","rusestrada","Снова дождь рисует мне На заплаканном окне Твой печальный силуэт, Мадонна Вижу словно в первый раз Грусть твоих прозрачных глаз Точно пишет твой портрет, Мадонна Но лишь коснусь стекла рукой И тут же тает образ твой, Мадонна Глаза закрою, снова мне Вода рисует на окне печаль твою, Мадонна Но небесный образ твой И бесплотный, и живой Зря рисует эта ночь, Мадонна Как прекрасен этот сон, Сквозь безмолвие времён Ты всю жизнь ко мне идёшь, Мадонна Но лишь коснусь стекла рукой И тут же тает образ твой, Мадонна Глаза закрою, снова мне Вода рисует на окне печаль твою, Мадонна Но лишь коснусь стекла рукой И тут же тает образ твой, Мадонна Глаза закрою, снова мне Вода рисует на окне печаль твою, Мадонна","sadness","9.1","{""tempo"": 128.8583526611328, ""energy"": 0.9429765939712524, ""danceability"": 0.9223808646202087, ""acousticness"": 0.0004221755370963365, ""instrumentalness"": 0.09903359413146973, ""valence"": 0.7026892900466919, ""key"": 0, ""mode"": 0, ""loudness"": 7.445650577545166, ""speechiness"": 0.8986786603927612, ""duration"": 216.14}","2018-01-01","2026-03-21 22:22:14.17218","2026-03-21 22:22:14.172182"
2159,"Зелёный свет","Валерий Леонтьев","rusestrada","Был час пик, бежали все куда-то Вдруг застыл, задумался зелёный свет Зелёный свет Час прошёл, но всё горит зелёный И никто не понял, что случилось с ним Случилось с ним Но почему, почему, почему Был светофор зелёный? А потому, потому, потому Что был он в жизнь влюблённый В мельканье дней, скоростей и огней Он сам собой включился Чтобы в судьбе и твоей, и моей Зелёный свет продлился Все бегут, бегут, бегут, бегут, бегут, бегут Бегут, бегут, бегут, бегут, бегут А он им светит Все бегут, бегут, бегут, бегут, бегут, бегут Бегут, бегут, бегут, бегут, бегут А он горит В той толпе, как все, бежал я тоже Путь открыт, но я к тебе всегда спешу Всегда спешу Я бежал, боясь тебя не встретить Так хотел увидеть я твоё лицо Твоё лицо Но почему, почему, почему Был светофор зелёный? А потому, потому, потому Что был он в жизнь влюблённый В мельканье дней, скоростей и огней Он сам собой включился Чтобы в судьбе и твоей, и моей Зелёный свет продлился Все бегут, бегут, бегут, бегут, бегут, бегут Бегут, бегут, бегут, бегут, бегут А он им светит Все бегут, бегут, бегут, бегут, бегут, бегут Бегут, бегут, бегут, бегут, бегут А он горит Мы порой любовь догнать не можем Все спешим, спешим попасть в зелёный свет В зелёный свет Но когда она, увы, уходит Мы с тоской глядим опять на жёлтый свет На жёлтый свет Но почему, почему, почему Был светофор зелёный? А потому, потому, потому Что был он в жизнь влюблённый В мельканье дней, скоростей и огней Он сам собой включился Чтобы в судьбОн сам собой включилсяе и твоей, и моей Зелёный свет продлился Все бегут, бегут, бегут, бегут, бегут, бегут Бегут, бегут, бегут, бегут, бегут А он им светит Все бегут, бегут, бегут, бегут, бегут, бегут Бегут, бегут, бегут, бегут, бегут А он горит Все бегут, бегут, бегут, бегут, бегут, бегут Бегут, бегут, бегут, бегут, бегут А он им светит Все бегут, бегут, бегут, бегут, бегут, бегут Бегут, бегут, бегут, бегут, бегут... Куда? Бегут, бегут, бегут... Был светофор зелёный... И был он в жизнь влюблённый... Он сам собой включился... Зелёный свет продлился Все бегут, бегут, бегут, бегут, бегут, бегут Бегут, бегут, бегут, бегут, бегут А он им светит Все бегут, бегут, бегут, бегут, бегут, бегут Бегут, бегут, бегут, бегут, бегут А он горит Все бегут, бегут, бегут, бегут, бегут, бегут Бегут, бегут, бегут, бегут, бегут А он им светит Все бегут, бегут, бегут, бегут, бегут, бегут Бегут, бегут, бегут, бегут, бегут А он горит","happiness","9.2","{""tempo"": 92.038330078125, ""energy"": 0.9502609968185425, ""danceability"": 0.8803759813308716, ""acousticness"": 0.0023881641682237387, ""instrumentalness"": 0.030349640175700188, ""valence"": 0.5452166199684143, ""key"": 0, ""mode"": 0, ""loudness"": 14.920178413391113, ""speechiness"": 0.9634987115859985, ""duration"": 232.77}","2014-01-01","2026-03-21 22:22:52.493408","2026-03-21 22:22:52.493412"
2170,"Eyes Without A Face","Billy Idol","rock","I'm all out of hope One more bad dream Could bring a fall When I'm far from home Don't call me on the phone To tell me you're alone It's easy to deceive It's easy to tease But hard to get release (Les yeux sans visage) Eyes without a face (Les yeux sans visage) Eyes without a face (Les yeux sans visage) Eyes without a face Got no human grace You're eyes without a face I spent so much time Believing all the lies To keep the dream alive Now it makes me sad It makes me mad at truth For loving what was you (Les yeux sans visage) Eyes without a face (Les yeux sans visage) Eyes without a face (Les yeux sans visage) Eyes without a face Got no human grace You're eyes without a face When you hear the music, you make a dip Into someone else's pocket then make a slip Steal a car, go to Las Vegas Ooh, gigolo pool Hanging out by the state line Turning holy water into wine Drinkin' it down, oh I'm on a bus, on a psychedelic trip Reading murder books, tryin' to stay hip I'm thinkin' of you, you're out there so Say your prayers Say your prayers Say your prayers Now I close my eyes And I wonder why I don't despise Now all I can do Love what was once So alive and new But it's gone from your eyes I'd better realize (Les yeux sans visage) Eyes without a face (Les yeux sans visage) Eyes without a face (Les yeux sans visage) Eyes without a face Got no human grace You're eyes without a face Such a human waste You're eyes without a face And now it's getting worse","sadness","8.5","{""tempo"": 85.56503295898438, ""energy"": 0.8695586919784546, ""danceability"": 0.46867528557777405, ""acousticness"": 0.10941307991743088, ""instrumentalness"": 0.07715670019388199, ""valence"": 0.30417904257774353, ""key"": 0, ""mode"": 1, ""loudness"": 17.645050048828125, ""speechiness"": 0.923382580280304, ""duration"": 249.84}","1983-01-01","2026-03-21 22:23:29.098931","2026-03-21 22:23:29.098934"
2171,"Golden Brown","The Stranglers","rock","Golden brown texture, like sun Lays me down, with my mind, she runs Throughout the night, no need to fight Never a frown with golden brown Every time, just like the last On her ship, tied to the mast To distant lands, takes both my hands Never a frown with golden brown Golden brown, finer temptress Through the ages, she's heading west From far away, stays for a day Never a frown with golden brown Na-na, na-na Na-na, na-na Never a frown (never a frown, never a frown) With golden brown (with golden brown, with golden brown) Never a frown (never a frown, never a frown) With golden brown (with golden brown, with golden brown) Never a frown (never a frown, never a frown) With golden brown (with golden brown, with golden brown) Never a frown (never a frown, never a frown) With golden brown (with golden brown, with golden brown) Never a frown (never a frown)","happiness","6.2","{""tempo"": 184.57040405273438, ""energy"": 0.930006742477417, ""danceability"": 0.22026032209396362, ""acousticness"": 0.6931823492050171, ""instrumentalness"": 0.16013352572917938, ""valence"": 0.06709233671426773, ""key"": 0, ""mode"": 1, ""loudness"": 16.17652702331543, ""speechiness"": 0.7209427952766418, ""duration"": 206.76}","2013-01-01","2026-03-21 22:23:43.54592","2026-03-21 22:23:43.545921"
2172,"Закрой за мной дверь, я ухожу","КИНО","rusrock","Они говорят, им нельзя рисковать Потому что у них есть дом В доме горит свет И я не знаю точно, кто из нас прав Меня ждёт на улице дождь Их ждёт дома обед Закрой за мной дверь, я ухожу Закрой за мной дверь, я ухожу И, если тебе вдруг наскучит твой ласковый свет Тебе найдётся место у нас Дождя хватит на всех Посмотри на часы, посмотри на портрет на стене Прислушайся, там, за окном Ты услышишь наш смех Закрой за мной дверь, я ухожу Закрой за мной дверь, я ухожу Закрой за мной дверь, я ухожу Закрой за мной дверь, я ухожу Закрой за мной дверь, я ухожу Закрой за мной дверь, я ухожу Закрой за мной дверь, я ухожу Закрой за мной дверь, я ухожу","sadness","9.5","{""tempo"": 156.33639526367188, ""energy"": 0.8557536005973816, ""danceability"": 0.45976826548576355, ""acousticness"": 0.41208454966545105, ""instrumentalness"": 0.13484416902065277, ""valence"": 0.10008218884468079, ""key"": 0, ""mode"": 0, ""loudness"": 17.0006046295166, ""speechiness"": 0.7801492214202881, ""duration"": 256.09}","2018-01-01","2026-03-21 22:23:57.537731","2026-03-21 22:23:57.537733"
2173,"Forever Young","Alphaville","pop","Let's dance in style, let's dance for a while Heaven can wait, we're only watching the skies Hoping for the best, but expecting the worst Are you gonna drop the bomb or not? Let us die young or let us live forever We don't have the power, but we never say never Sitting in a sandpit, life is a short trip The music's for the sad men Can you imagine when this race is won? Turn our golden faces into the sun Praising our leaders, we're getting in tune The music's played by the, the madmen Forever young I want to be forever young Do you really want to live forever? Forever and ever Forever young I want to be forever young Do you really want to live forever? Forever young Some are like water, some are like the heat Some are a melody and some are the beat Sooner or later, they all will be gone Why don't they stay young? It's so hard to get old without a cause I don't want to perish like a fading horse Youth's like diamonds in the sun And diamonds are forever So many adventures couldn't happen today So many songs we forgot to play So many dreams swinging out of the blue We'll let them come true Forever young I want to be forever young Do you really want to live forever? Forever and ever Forever young I want to be forever young Do you really want to live forever? Forever, and ever Forever young I wanna be forever young Do you really want to live forever? (Forever young)","happiness","6.2","{""tempo"": 136.4829559326172, ""energy"": 0.6009769439697266, ""danceability"": 0.20617657899856567, ""acousticness"": 0.5056570172309875, ""instrumentalness"": 0.20359736680984497, ""valence"": 0.19054347276687622, ""key"": 0, ""mode"": 1, ""loudness"": 15.017261505126953, ""speechiness"": 0.8130330443382263, ""duration"": 226.7}","1984-01-01","2026-03-21 22:24:11.26154","2026-03-21 22:24:11.261542"
2174,"На заре","Альянс","rusrock","Ровный бег моей судьбы Ночь, печаль и крик души Лунный свет и майский дождь В небесах Долгий век моей звезды Сонный блеск земной росы Громкий смех и райский мед В небесах На заре голоса зовут меня На заре голоса зовут меня Солнца свет и сердца звук Робкий взгляд и сила рук Звёздный час моей мечты В небесах На заре голоса зовут меня На заре голоса зовут меня На заре На заре На заре небеса зовут меня","happiness","8.2","{""tempo"": 127.0081787109375, ""energy"": 0.9564443230628967, ""danceability"": 0.6922098994255066, ""acousticness"": 0.12595808506011963, ""instrumentalness"": 0.20024769008159637, ""valence"": 0.23015205562114716, ""key"": 0, ""mode"": 1, ""loudness"": 14.306204795837402, ""speechiness"": 0.773442268371582, ""duration"": 345.35}","1987-01-01","2026-03-21 22:24:25.275243","2026-03-21 22:24:25.275245"
2177,"Спокойная ночь","КИНО","rusrock","Крыши домов дрожат под тяжестью дней Небесный пастух пасёт облака Город стреляет в ночь дробью огней Но ночь сильней, её власть велика Тем, кто ложится спать, спокойного сна Спокойная ночь Тем, кто ложится спать, спокойного сна Спокойная ночь Я ждал это время, и вот это время пришло Те, кто молчал, перестали молчать Те, кому нечего ждать, садятся в седло Их не догнать, уже не догнать А тем, кто ложится спать, спокойного сна Спокойная ночь Тем, кто ложится спать, спокойного сна Спокойная ночь Соседи приходят, им слышится стук копыт Мешает уснуть, тревожит их сон Те, кому нечего ждать, отправляются в путь Те, кто спасён, те, кто спасён А тем, кто ложится спать, спокойного сна Спокойная ночь Тем, кто ложится спать, спокойного сна Спокойная ночь","sadness","5.2","{""tempo"": 101.52720642089844, ""energy"": 0.9045829772949219, ""danceability"": 0.14492081105709076, ""acousticness"": 0.4018731117248535, ""instrumentalness"": 0.2546346187591553, ""valence"": 0.10882091522216797, ""key"": 0, ""mode"": 1, ""loudness"": 14.530879020690918, ""speechiness"": 0.7001814246177673, ""duration"": 382.8}","2018-01-01","2026-03-21 22:25:00.761511","2026-03-21 22:25:00.761514"
2183,"Crazy Train","Ozzy Osbourne","classicmetal","All aboard! Ha-ha-ha-ha-ha-ha-ha! Ay, ay, ay, ay, ay, ay, ay... Crazy, but that's how it goes Millions of people living as foes Maybe it's not too late To learn how to love and forget how to hate Mental wounds not healing Life's a bitter shame I'm going off the rails on a crazy train I'm going off the rails on a crazy train Let's go! I've listened to preachers, I've listened to fools I've watched all the dropouts who make their own rules One person conditioned to rule and control The media sells it and you live the role Mental wounds still screaming Driving me insane I'm going off the rails on a crazy train I'm going off the rails on a crazy train I know that things are going wrong for me You gotta listen to my words, yeah, yeah! Heirs of a Cold War, that's what we've become Inheriting troubles, I'm mentally numb Crazy, I just cannot bear I'm living with something that just isn't fair Mental wounds not healing Who and what's to blame? I'm going off the rails on a crazy train I'm going off the rails on a crazy train Ha-ha-ha-ha-ha-ha! The edge","sadness","8.2","{""tempo"": 139.7274169921875, ""energy"": 0.9714934229850769, ""danceability"": 0.39147695899009705, ""acousticness"": 0.0017499226378276944, ""instrumentalness"": 0.13591445982456207, ""valence"": 0.04012829065322876, ""key"": 0, ""mode"": 1, ""loudness"": 9.32824420928955, ""speechiness"": 0.897932231426239, ""duration"": 365.15}","2025-01-01","2026-03-21 22:26:32.45372","2026-03-21 22:26:32.453721"
2178,"The Winner Takes It All","ABBA","pop","I don't wanna talk About things we've gone through Though it's hurting me Now, it's history I've played all my cards And that's what you've done too Nothing more to say No more ace to play The winner takes it all The loser standing small Beside the victory That's her destiny I was in your arms Thinking I belonged there I figured it made sense Building me a fence Building me a home Thinking I'd be strong there But I was a fool Playing by the rules The gods may throw a dice Their minds as cold as ice And someone way down here Loses someone dear The winner takes it all (takes it all) The loser has to fall (has to fall) It's simple, and it's plain (yes, it's plain) Why should I complain? (Why complain?) But tell me, does she kiss Like I used to kiss you? Does it feel the same When she calls your name? Somewhere deep inside You must know I miss you But what can I say? Rules must be obeyed The judges will decide (will decide) The likes of me abide (me abide) Spectators of the show (of the show) Always staying low (staying low) The game is on again (on again) A lover or a friend (or a friend) A big thing or a small (big or small) The winner takes it all (takes it all) I don't wanna talk If it makes you feel sad And I understand You've come to shake my hand I apologize If it makes you feel bad Seeing me so tense No self-confidence, but you see The winner takes it all The winner takes it all So, the winner takes it all And the loser has to fall Throw the dice, cold as ice Way down here, someone dear Takes it all, has to fall Yes, it's plain, why complain?","sadness","8.2","{""tempo"": 126.21537017822266, ""energy"": 0.6529633402824402, ""danceability"": 0.5094534754753113, ""acousticness"": 0.2644031047821045, ""instrumentalness"": 0.13014601171016693, ""valence"": 0.37103286385536194, ""key"": 0, ""mode"": 1, ""loudness"": 14.196906089782715, ""speechiness"": 0.8933584094047546, ""duration"": 294.86}","2012-01-01","2026-03-21 22:25:17.588207","2026-03-21 22:25:17.588209"
2180,"Another One Bites The Dust","Queen","rock","Ooh, let's go Steve walks warily down the street With the brim pulled way down low Ain't no sound but the sound of his feet Machine guns ready to go Are you ready? Hey, are you ready for this? Are you hanging on the edge of your seat? Out of the doorway, the bullets rip To the sound of the beat, yeah Another one bites the dust Another one bites the dust And another one gone, and another one gone Another one bites the dust, yeah Hey, I'm gonna get you too Another one bites the dust How do you think I'm going to get along? Without you, when you're gone You took me for everything that I had And kicked me out on my own Are you happy, are you satisfied? How long can you stand the heat? Out of the doorway the bullets rip To the sound of the beat, look out Another one bites the dust Another one bites the dust And another one gone, and another one gone Another one bites the dust Hey, I'm gonna get you too Another one bites the dust Hey! Oh, take it Bite the dust Bite the dust, hey Hey Another one bites the dust Another one bites the dust, oh Another one bites the dust, hey, hey Another one bites the dust, hey Ooh, shoot out There are plenty of ways that you can hurt a man And bring him to the ground You can beat him, you can cheat him, you can treat him bad And leave him when he's down, yeah But I'm ready, yes, I'm ready for you I'm standing on my own two feet Out of the doorway the bullets rip Repeating to the sound of the beat, oh, yeah Another one bites the dust Another one bites the dust And another one gone, and another one gone Another one bites the dust (yeah) Hey, I'm gonna get you too Another one bites the dust Shoot out Yeah-yeah Alright","anger","8.3","{""tempo"": 109.9678726196289, ""energy"": 0.7995935082435608, ""danceability"": 0.9368557929992676, ""acousticness"": 0.00042475340887904167, ""instrumentalness"": 0.3242872953414917, ""valence"": 0.3231472969055176, ""key"": 0, ""mode"": 0, ""loudness"": 12.213234901428223, ""speechiness"": 0.6862061619758606, ""duration"": 214.62}","2000-01-01","2026-03-21 22:25:34.06194","2026-03-21 22:25:34.061942"
2181,"Don't Worry Be Happy","Bobby McFerrin","vocaljazz","Here's a little song I wrote You might want to sing it note for note Don't worry, be happy In every life we have some trouble But when you worry, you make it double Don't worry, be happy Don't worry, be happy now (Ooh-ooh-ooh, ooh-ooh-ooh) Don't worry, be happy (ooh-ooh-ooh, ooh-ooh) Don't worry, be happy (Ooh-ooh-ooh, ooh-ooh-ooh) Don't worry, be happy (ooh-ooh-ooh, ooh-ooh) Don't worry, be happy Ain't got no place to lay your head Somebody came and took your bed Don't worry, be happy The landlord say your rent is late He may have to litigate But don't worry, be happy Look at me, I'm happy (Ooh-ooh-ooh, ooh-ooh-ooh) Don't worry, be happy (ooh-ooh-ooh, ooh-ooh) Can I give you my phone number When you worry, call me, I'll make you happy (Ooh-ooh-ooh, ooh-ooh-ooh) Don't worry, be happy (ooh-ooh-ooh, ooh-ooh) Ain't got no cash, ain't got no style Ain't got no gal to make you smile But don't worry, be happy 'Cause when you worry, your face will frown And that will bring everybody down So don't worry, be happy Don't worry, be happy now (Ooh-ooh-ooh, ooh-ooh-ooh) Don't worry, be happy (ooh-ooh-ooh, ooh-ooh) Don't worry, be happy (Ooh-ooh-ooh, ooh-ooh-ooh) Don't worry, be happy (ooh-ooh-ooh, ooh-ooh) Don't worry, be happy (Ooh-ooh-ooh, ooh-ooh-ooh) Don't worry, don't worry, don't do it, be happy (ooh-ooh-ooh, ooh-ooh) Put a smile on your face Don't bring everybody down like this (ooh-ooh-ooh, ooh-ooh-ooh) Don't worry, it will soon pass, whatever it is (ooh-ooh-ooh, ooh-ooh) Don't worry, be happy (Ooh-ooh-ooh, ooh-ooh-ooh) I'm not worried (ooh-ooh-ooh, ooh-ooh) I'm happy","happiness","9.2","{""tempo"": 69.4427719116211, ""energy"": 0.19579002261161804, ""danceability"": 0.31402766704559326, ""acousticness"": 0.5560364127159119, ""instrumentalness"": 0.1897159218788147, ""valence"": 0.10404316335916519, ""key"": 0, ""mode"": 1, ""loudness"": 26.30767822265625, ""speechiness"": 0.9104604125022888, ""duration"": 294.4}","2011-01-01","2026-03-21 22:25:57.473549","2026-03-21 22:25:57.473552"
2182,"Последний герой","КИНО","rusrock","Ночь коротка, цель далека Ночью так часто хочется пить Ты выходишь на кухню, но вода здесь горька Ты не можешь здесь спать, ты не хочешь здесь жить Доброе утро, последний герой Доброе утро тебе и таким, как ты Доброе утро, последний герой Здравствуй, последний герой Ты хотел быть один — это быстро прошло Ты хотел быть один, но не смог быть один Твоя ноша легка, но немеет рука И ты встречаешь рассвет за игрой в ""Дурака"" Доброе утро, последний герой Доброе утро тебе и таким, как ты Доброе утро, последний герой Здравствуй, последний герой Утром ты стремишься скорее уйти Телефонный звонок как команда ""вперёд!"" Ты уходишь туда, куда не хочешь идти Ты уходишь туда, но тебя там никто не ждёт Доброе утро, последний герой Доброе утро тебе и таким, как ты Доброе утро, последний герой Здравствуй, последний герой","sadness","7.5","{""tempo"": 111.65756225585938, ""energy"": 0.9561673998832703, ""danceability"": 0.27811968326568604, ""acousticness"": 0.14842933416366577, ""instrumentalness"": 0.12013275921344757, ""valence"": 0.3306216597557068, ""key"": 0, ""mode"": 1, ""loudness"": 13.019411087036133, ""speechiness"": 0.8317198753356934, ""duration"": 184.3}","2018-01-01","2026-03-21 22:26:15.661999","2026-03-21 22:26:15.662001"
2669,"I Don't Like The Drugs (But The Drugs Like Me)","Marilyn Manson","industrial","I don't like the drugs, but the drugs like me I don't like the drugs, the drugs, the drugs Numb life, baby We're wired and, oh, so hetero, and our sex is missionary Numb life, baby We're quitters and we're sober, our confessions will be televised You and I, we're on the dope stand, we're ready to fall We're raised to be stupid and taught to be nothing at all We're taught to be nothing at all I don't like the drugs, but the drugs like me I don't like the drugs, the drugs, the drugs I don't like the drugs, but the drugs like me I don't like the drugs, the drugs, the drugs Numb life, baby God is wide and unforgiving And we're piss-tested and we're praying (say it) Numb life, baby I'm just a sample of a soul Made to look just like a human being (say it) Numb life, baby We're in rehab and we're ready for our 15 minutes of shame Numb life, baby We're talk-showed and we're pointing just like Christians at a suicide (say it) You and I, we're on the dope stand, we're ready to fall We're raised to be stupid, taught to be nothing at all We're taught to be nothing at all I don't like the drugs, but the drugs like me I don't like the drugs, the drugs, the drugs I don't like the drugs, but the drugs like me I don't like the drugs, the drugs, the drugs There's a hole in our soul that we fill with dope And we're feeling fine There's a hole in our soul that we fill with dope And we're feeling fine There's a hole in our soul that we fill with dope And we're feeling fine I don't like the drugs, but the drugs like me I don't like the drugs, the drugs, the drugs I don't like the drugs, but the drugs like me (whoo!) I don't like the drugs, the drugs, the drugs I don't like the drugs, but the drugs like me I don't like the drugs, drugs I don't like the drugs, but the drugs like me I don't like the drugs, drugs I don't like the drugs, but the drugs like me I don't like the drugs, drugs I don't like the drugs, but the drugs like me I don't like the drugs, drugs I don't like the drugs, but the drugs like me Don't like the drugs, the drugs, the drugs I don't like the drugs, but the drugs like me I don't like the drugs, the drugs, the drugs I don't like the drugs, but the drugs like me (alright) I don't like the drugs, the drugs, the drugs (oh, yeah)","sadness","8.5","{""tempo"": 93.884033203125, ""energy"": 0.8924639225006104, ""danceability"": 0.6228109002113342, ""acousticness"": 0.023523913696408272, ""instrumentalness"": 0.04340219870209694, ""valence"": 0.12093456834554672, ""key"": 0, ""mode"": 1, ""loudness"": 10.834187507629395, ""speechiness"": 0.9569941163063049, ""duration"": 303.51}","1998-01-01","2026-03-21 23:18:45.743489","2026-03-21 23:18:45.743491"
2185,"Maniac","Michael Sembello","pop","Just a steel town girl on a Saturday night Looking for the fight of her life In the real time world, no one sees her at all They all say she's crazy Locking rhythms to the beat of her heart Changing movement into light She has danced into the danger zone When the dancer becomes the dance It can cut you like a knife If the gift becomes the fire On the wire between will and what will be She's a maniac, maniac on the floor And she's dancing like she's never danced before She's a maniac, maniac on the floor And she's dancing like she's never danced before On the ice blue line of insanity Is a place most never see It's a hard won place of mystery Touch it, but can't hold it You work all your life for that moment in time It could come or pass you by It's a push-shove world, but there's always a chance If the hunger stays the night There's a cold, kinetic heat Struggling, stretching for the peak Never stopping with her head against the wind She's a maniac, maniac at your door And she's dancing like she's never danced before She's a maniac, maniac at your door And she's dancing like she's never danced before Ooh, oh Ohh It can cut you like a knife If the gift becomes the fire On the wire between will and what will be She's a maniac, maniac at your door (at your door) And she's dancing like she's never danced before She's a maniac, maniac at your door And she's dancing like she's never danced before Maniac, maniac at your door And she's dancing like","happiness","4","{""tempo"": 156.12416076660156, ""energy"": 0.9506003260612488, ""danceability"": 0.8003448247909546, ""acousticness"": 4.256503962096758e-05, ""instrumentalness"": 0.24582479894161224, ""valence"": 0.6735994219779968, ""key"": 0, ""mode"": 1, ""loudness"": 13.276358604431152, ""speechiness"": 0.7669855952262878, ""duration"": 246.0}","2020-01-01","2026-03-21 22:27:08.074968","2026-03-21 22:27:08.074972"
2186,"Jump","Van Halen","hardrock","I get up And nothing gets me down You got it tough I've seen the toughest around And I know Baby, just how you feel You got to roll with the punches And get to what's real Ah, can't you see me standing here? I got my back against the record machine I ain't the worst that you've seen Ah, can't you see what I mean? Ah, might as well jump (jump) Might as well jump Go ahead and jump (jump) Go ahead and jump Hey ho, hey you Who said that? Baby, how you been? You say you don't know You won't know until you begin So can't you see me standing here? I got my back against the record machine I ain't the worst that you've seen Ah, can't you see what I mean? Ah, might as well jump (jump) Go ahead and jump Might as well jump (jump) Go ahead and jump, jump Might as well jump (jump) Go ahead and jump Give it and jump (jump) Go ahead and jump Jump, jump Jump, jump","happiness","9.4","{""tempo"": 129.5614013671875, ""energy"": 0.9408687949180603, ""danceability"": 0.6204745769500732, ""acousticness"": 0.02339812181890011, ""instrumentalness"": 0.10085906833410263, ""valence"": 0.6259549856185913, ""key"": 0, ""mode"": 1, ""loudness"": 11.48577880859375, ""speechiness"": 0.8295427560806274, ""duration"": 239.56}","1996-01-01","2026-03-21 22:27:21.840737","2026-03-21 22:27:21.840739"
2188,"Этот мир","Алла Пугачёва","rusestrada","За то, что только раз в году бывает май За блеклую зарю ненастного дня Кого угодно ты на свете обвиняй Но только не меня, прошу, не меня Этот мир придуман не нами Этот мир придуман не мной Этот мир придуман не нами Этот мир придуман не мной Придумано не мной, что мчится день за днём То радость, то печаль кому-то неся А мир устроен так, что всё возможно в нём Но после ничего исправить нельзя Этот мир придуман не нами Этот мир придуман не мной Этот мир придуман не нами Этот мир придуман не мной Один лишь способ есть нам справиться с судьбой Один есть только путь в мелькании дней Пусть тучи разогнать нам трудно над землёй Но можем мы любить друг друга сильней Этот мир придуман не нами Этот мир придуман не мной Этот мир придуман не нами Этот мир придуман не мной Этот мир придуман не нами Этот мир придуман не мной Этот мир придуман не нами Этот мир придуман не мной","sadness","7.2","{""tempo"": 113.75350952148438, ""energy"": 0.9482565522193909, ""danceability"": 0.515859842300415, ""acousticness"": 0.8009896874427795, ""instrumentalness"": 0.0702185332775116, ""valence"": 0.2791520059108734, ""key"": 0, ""mode"": 0, ""loudness"": 18.851869583129883, ""speechiness"": 0.9745690822601318, ""duration"": 185.86}","1980-01-01","2026-03-21 22:27:52.500834","2026-03-21 22:27:52.500837"
2189,"Englishman In New York","Sting","pop","I don't drink coffee, I take tea, my dear I like my toast done on one side And you can hear it in my accent when I talk I'm an Englishman in New York See me walking down Fifth Avenue A walking cane here at my side Take it everywhere I walk I'm an Englishman in New York (Whoa) I'm an alien, I'm a legal alien I'm an Englishman in New York (Whoa) I'm an alien, I'm a legal alien I'm an Englishman in New York If manners maketh man, as someone said He's that hero of the day It takes a man to suffer ignorance and smile Be yourself no matter what they say (Whoa) I'm an alien, I'm a legal alien I'm an Englishman in New York (Whoa) I'm an alien, I'm a legal alien I'm an Englishman in New York Modesty, propriety can lead to notoriety You could end up as the only one Gentleness, sobriety are rare in this society At night, a candle's brighter than the sun Takes more than combat gear to make a man Takes more than a license for a gun Confront your enemies, avoid them when you can A gentleman will walk but never run If manners maketh man, as someone said He's that hero of the day It takes a man to suffer ignorance and smile Be yourself no matter what they say Be yourself no matter what they say Be yourself no matter what they say Be yourself no matter what they say (whoa, I'm an alien, I'm a legal alien) Be yourself no matter what they say (whoa, I'm an alien, I'm a legal alien) Be yourself no matter what they say (whoa, I'm an alien, I'm a legal alien) Be yourself no matter what they say (whoa, I'm an alien, I'm a legal alien) Be yourself no matter what they say (whoa, I'm an alien, I'm a legal alien) Be yourself no matter what they say (whoa, I'm an alien, I'm a legal alien) Be yourself no matter what they say (whoa, I'm an alien, I'm a legal alien) Be yourself no matter what they say (whoa, I'm an alien, I'm a legal alien)","happiness","7.5","{""tempo"": 101.81744384765625, ""energy"": 0.6992287635803223, ""danceability"": 0.4206315279006958, ""acousticness"": 0.8413630723953247, ""instrumentalness"": 0.2816498875617981, ""valence"": 0.20835931599140167, ""key"": 0, ""mode"": 1, ""loudness"": 17.598892211914062, ""speechiness"": 0.6754420399665833, ""duration"": 267.22}","2019-01-01","2026-03-21 22:28:13.660054","2026-03-21 22:28:13.660061"
